title_year,genres,director_name,actor_1_name,actor_2_name,actor_3_name,num_critic_for_reviews,gross,budget,num_voted_users,content_rating,imdb_score,aspect_ratio,movie_facebook_likes,duration,genres_cut,genre_['Documentary'],genre_8,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
2016.0,Action|Adventure|Sci-Fi,Zack Snyder,Henry Cavill,Lauren Cohan,Alan D. Purwin,673.0,330249062.0,250000000.0,371639,PG-13,6.9,2.35,197000,183.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006.0,Action|Adventure|Sci-Fi,Bryan Singer,Kevin Spacey,Marlon Brando,Frank Langella,434.0,200069408.0,209000000.0,240396,PG-13,6.1,2.35,0,169.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008.0,Action|Adventure,Marc Forster,Giancarlo Giannini,Mathieu Amalric,Rory Kinnear,403.0,168368427.0,200000000.0,330784,PG-13,6.7,2.35,0,106.0,"['Action', 'Adventure']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,Action|Adventure|Fantasy,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,313.0,423032628.0,225000000.0,522040,PG-13,7.3,2.35,5000,151.0,"['Action', 'Adventure', 'Fantasy']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,Action|Adventure|Western,Gore Verbinski,Johnny Depp,Ruth Wilson,Tom Wilkinson,450.0,89289910.0,215000000.0,181792,PG-13,6.5,2.35,48000,150.0,"['Action', 'Adventure', 'Western']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013.0,Action|Adventure|Fantasy|Sci-Fi,Zack Snyder,Henry Cavill,Christopher Meloni,Harry Lennix,733.0,291021565.0,225000000.0,548573,PG-13,7.2,2.35,118000,143.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008.0,Action|Adventure|Family|Fantasy,Andrew Adamson,Peter Dinklage,Pierfrancesco Favino,Damián Alcázar,258.0,141614023.0,225000000.0,149922,PG,6.6,2.35,0,150.0,"['Action', 'Adventure', 'Family', 'Fantasy']",,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Action|Adventure|Sci-Fi,Joss Whedon,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,703.0,623279547.0,220000000.0,995415,PG-13,8.1,1.85,123000,173.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011.0,Action|Adventure|Fantasy,Rob Marshall,Johnny Depp,Sam Claflin,Stephen Graham,448.0,241063875.0,250000000.0,370704,PG-13,6.7,2.35,58000,136.0,"['Action', 'Adventure', 'Fantasy']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Barry Sonnenfeld,Will Smith,Michael Stuhlbarg,Nicole Scherzinger,451.0,179020854.0,225000000.0,268154,PG-13,6.8,1.85,40000,106.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",,,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014.0,Adventure|Fantasy,Peter Jackson,Aidan Turner,Adam Brown,James Nesbitt,422.0,255108370.0,250000000.0,354228,PG-13,7.5,2.35,65000,164.0,"['Adventure', 'Fantasy']",,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Action|Adventure|Fantasy,Marc Webb,Emma Stone,Andrew Garfield,Chris Zylka,599.0,262030663.0,230000000.0,451803,PG-13,7.0,2.35,56000,153.0,"['Action', 'Adventure', 'Fantasy']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,Action|Adventure|Drama|History,Ridley Scott,Mark Addy,William Hurt,Scott Grimes,343.0,105219735.0,200000000.0,211765,PG-13,6.7,2.35,17000,156.0,"['Action', 'Adventure', 'Drama', 'History']",,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,Adventure|Fantasy,Peter Jackson,Aidan Turner,Adam Brown,James Nesbitt,509.0,258355354.0,225000000.0,483540,PG-13,7.9,2.35,83000,186.0,"['Adventure', 'Fantasy']",,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,Adventure|Family|Fantasy,Chris Weitz,Christopher Lee,Eva Green,Kristin Scott Thomas,251.0,70083519.0,180000000.0,149019,PG-13,6.1,2.35,0,113.0,"['Adventure', 'Family', 'Fantasy']",,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005.0,Action|Adventure|Drama|Romance,Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,446.0,218051260.0,207000000.0,316018,PG-13,7.2,2.35,0,201.0,"['Action', 'Adventure', 'Drama', 'Romance']",,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997.0,Drama|Romance,James Cameron,Leonardo DiCaprio,Kate Winslet,Gloria Stuart,315.0,658672302.0,200000000.0,793059,PG-13,7.7,2.35,26000,194.0,"['Drama', 'Romance']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016.0,Action|Adventure|Sci-Fi,Anthony Russo,Robert Downey Jr.,Scarlett Johansson,Chris Evans,516.0,407197282.0,250000000.0,272670,PG-13,8.2,2.35,72000,147.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012.0,Action|Adventure|Sci-Fi|Thriller,Peter Berg,Liam Neeson,Alexander Skarsgård,Tadanobu Asano,377.0,65173160.0,209000000.0,202382,PG-13,5.9,2.35,44000,131.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2015.0,Action|Adventure|Sci-Fi|Thriller,Colin Trevorrow,Bryce Dallas Howard,Judy Greer,Omar Sy,644.0,652177271.0,150000000.0,418214,PG-13,7.0,2.0,150000,124.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2012.0,Action|Adventure|Thriller,Sam Mendes,Albert Finney,Helen McCrory,Rory Kinnear,750.0,304360277.0,200000000.0,522030,PG-13,7.8,2.35,80000,143.0,"['Action', 'Adventure', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004.0,Action|Adventure|Fantasy|Romance,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,300.0,373377893.0,200000000.0,411164,PG-13,7.3,2.35,0,135.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013.0,Action|Adventure|Sci-Fi,Shane Black,Robert Downey Jr.,Jon Favreau,Don Cheadle,608.0,408992272.0,200000000.0,557489,PG-13,7.2,2.35,95000,195.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010.0,Adventure|Family|Fantasy,Tim Burton,Johnny Depp,Alan Rickman,Anne Hathaway,451.0,334185206.0,200000000.0,306320,PG,6.5,1.85,24000,108.0,"['Adventure', 'Family', 'Fantasy']",,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Brett Ratner,Hugh Jackman,Kelsey Grammer,Daniel Cudmore,334.0,234360014.0,210000000.0,383427,PG-13,6.8,2.35,0,104.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2013.0,Adventure|Animation|Comedy|Family|Fantasy,Dan Scanlon,Steve Buscemi,Tyler Labine,Sean Hayes,376.0,268488329.0,200000000.0,235025,G,7.3,1.85,44000,104.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",,,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,Action|Adventure|Sci-Fi,Michael Bay,Glenn Morshower,Kevin Dunn,Ramon Rodriguez,366.0,402076689.0,200000000.0,323207,PG-13,6.0,2.35,0,150.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014.0,Action|Adventure|Sci-Fi,Michael Bay,Bingbing Li,Sophia Myles,Kelsey Grammer,378.0,245428137.0,210000000.0,242420,PG-13,5.7,2.35,56000,165.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013.0,Adventure|Family|Fantasy,Sam Raimi,Tim Holmes,Mila Kunis,James Franco,525.0,234903076.0,215000000.0,175409,PG,6.4,2.35,60000,130.0,"['Adventure', 'Family', 'Fantasy']",,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,Action|Adventure|Fantasy|Sci-Fi,Marc Webb,Emma Stone,Andrew Garfield,B.J. Novak,495.0,202853933.0,200000000.0,321227,PG-13,6.7,2.35,41000,142.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010.0,Action|Adventure|Sci-Fi,Joseph Kosinski,Jeff Bridges,Olivia Wilde,James Frain,469.0,172051787.0,170000000.0,264183,PG,6.8,2.35,30000,125.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011.0,Adventure|Animation|Comedy|Family|Sport,John Lasseter,Joe Mantegna,Thomas Kretschmann,Eddie Izzard,304.0,191450875.0,200000000.0,101178,G,6.3,2.35,10000,106.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011.0,Action|Adventure|Sci-Fi,Martin Campbell,Ryan Reynolds,Temuera Morrison,Taika Waititi,436.0,116593191.0,200000000.0,223393,PG-13,5.6,2.35,24000,123.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010.0,Adventure|Animation|Comedy|Family|Fantasy,Lee Unkrich,Tom Hanks,John Ratzenberger,Don Rickles,453.0,414984497.0,200000000.0,544884,G,8.3,1.85,30000,103.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",,,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,Action|Adventure|Sci-Fi,McG,Christian Bale,Bryce Dallas Howard,Common,422.0,125320003.0,200000000.0,286095,PG-13,6.6,2.35,0,118.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015.0,Action|Crime|Thriller,James Wan,Jason Statham,Paul Walker,Vin Diesel,424.0,350034110.0,190000000.0,278232,PG-13,7.2,2.35,94000,140.0,"['Action', 'Crime', 'Thriller']",,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013.0,Action|Adventure|Horror|Sci-Fi|Thriller,Marc Forster,Peter Capaldi,Brad Pitt,Mireille Enos,654.0,202351611.0,190000000.0,465019,PG-13,7.0,2.35,129000,123.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2014.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Bryan Singer,Jennifer Lawrence,Peter Dinklage,Hugh Jackman,539.0,233914986.0,200000000.0,514125,PG-13,8.0,2.35,82000,149.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2013.0,Action|Adventure|Sci-Fi,J.J. Abrams,Benedict Cumberbatch,Bruce Greenwood,Noel Clarke,590.0,228756232.0,190000000.0,395573,PG-13,7.8,2.35,92000,132.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013.0,Adventure|Fantasy,Bryan Singer,Eddie Marsan,Ewen Bremner,Ralph Brown,338.0,65171860.0,195000000.0,106416,PG-13,6.3,2.35,22000,114.0,"['Adventure', 'Fantasy']",,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,Drama|Romance,Baz Luhrmann,Leonardo DiCaprio,Elizabeth Debicki,Steve Bisley,490.0,144812796.0,105000000.0,362912,PG-13,7.3,2.35,115000,143.0,"['Drama', 'Romance']",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010.0,Action|Adventure|Fantasy|Romance,Mike Newell,Jake Gyllenhaal,Richard Coyle,Reece Ritchie,306.0,90755643.0,200000000.0,222403,PG-13,6.6,2.35,23000,116.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013.0,Action|Adventure|Sci-Fi,Guillermo del Toro,Charlie Hunnam,Clifton Collins Jr.,Larry Joe Campbell,575.0,101785482.0,190000000.0,381148,PG-13,7.0,1.85,83000,131.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011.0,Action|Adventure|Sci-Fi,Michael Bay,Glenn Morshower,Lester Speight,Kevin Dunn,428.0,352358779.0,195000000.0,326180,PG-13,6.3,2.35,46000,154.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008.0,Action|Adventure|Fantasy,Steven Spielberg,Harrison Ford,Ray Winstone,Jim Broadbent,470.0,317011114.0,185000000.0,333847,PG-13,6.2,2.35,5000,122.0,"['Action', 'Adventure', 'Fantasy']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.0,Adventure|Animation|Comedy|Family|Fantasy,Peter Sohn,A.J. Buckley,Jack McGraw,Peter Sohn,298.0,123070338.0,0.0,62836,PG,6.8,2.35,20000,93.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",,,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Adventure|Animation|Comedy|Family|Fantasy,Mark Andrews,Kelly Macdonald,John Ratzenberger,Julie Walters,488.0,237282182.0,185000000.0,273556,PG,7.2,2.35,39000,93.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",,,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016.0,Action|Adventure|Sci-Fi|Thriller,Justin Lin,Sofia Boutella,Melissa Roxburgh,Lydia Wilson,322.0,130468626.0,185000000.0,53607,PG-13,7.5,2.35,30000,122.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2008.0,Adventure|Animation|Family|Sci-Fi,Andrew Stanton,John Ratzenberger,Fred Willard,Jeff Garlin,421.0,223806889.0,180000000.0,718837,G,8.4,2.35,16000,98.0,"['Adventure', 'Animation', 'Family', 'Sci-Fi']",,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007.0,Action|Comedy|Crime|Thriller,Brett Ratner,Tzi Ma,Dana Ivey,Noémie Lenoir,162.0,140080850.0,140000000.0,121084,PG-13,6.2,2.35,0,91.0,"['Action', 'Comedy', 'Crime', 'Thriller']",,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009.0,Action|Adventure|Sci-Fi,Roland Emmerich,Oliver Platt,Liam James,Tom McCarthy,367.0,166112167.0,200000000.0,283418,PG-13,5.8,2.35,13000,158.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009.0,Animation|Drama|Family|Fantasy,Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,240.0,137850096.0,200000000.0,72809,PG,6.8,2.35,0,96.0,"['Animation', 'Drama', 'Family', 'Fantasy']",,,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.0,Action|Adventure|Sci-Fi,Lana Wachowski,Channing Tatum,Mila Kunis,Eddie Redmayne,384.0,47375327.0,176000000.0,139593,PG-13,5.4,2.35,44000,127.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016.0,Action|Adventure|Drama|Romance,David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,248.0,124051759.0,180000000.0,42372,PG-13,6.6,2.35,29000,110.0,"['Action', 'Adventure', 'Drama', 'Romance']",,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005.0,Adventure|Family|Fantasy,Andrew Adamson,Jim Broadbent,Kiran Shah,Shane Rangi,284.0,291709845.0,180000000.0,286506,PG,6.9,2.35,0,150.0,"['Adventure', 'Family', 'Fantasy']",,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016.0,Action|Adventure|Sci-Fi,Bryan Singer,Jennifer Lawrence,Michael Fassbender,Tye Sheridan,396.0,154985087.0,178000000.0,148379,PG-13,7.3,2.35,54000,144.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008.0,Action|Crime|Drama|Thriller,Christopher Nolan,Christian Bale,Heath Ledger,Morgan Freeman,645.0,533316061.0,185000000.0,1676169,PG-13,9.0,2.35,37000,152.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009.0,Adventure|Animation|Comedy|Family,Pete Docter,John Ratzenberger,Delroy Lindo,Jess Harnell,408.0,292979556.0,175000000.0,665575,PG,8.3,1.85,27000,96.0,"['Adventure', 'Animation', 'Comedy', 'Family']",,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Rob Letterman,Amy Poehler,Rainn Wilson,Stephen Colbert,219.0,198332128.0,175000000.0,114553,PG,6.5,2.35,0,94.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008.0,Action|Adventure|Sci-Fi,Jon Favreau,Robert Downey Jr.,Jeff Bridges,Jon Favreau,486.0,318298180.0,140000000.0,696338,PG-13,7.9,2.35,10000,126.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011.0,Adventure|Drama|Family|Mystery,Martin Scorsese,Chloë Grace Moretz,Christopher Lee,Ray Winstone,682.0,73820094.0,170000000.0,245333,PG,7.5,1.85,42000,126.0,"['Adventure', 'Drama', 'Family', 'Mystery']",,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999.0,Action|Comedy|Sci-Fi|Western,Barry Sonnenfeld,Will Smith,Salma Hayek,Bai Ling,85.0,113745408.0,170000000.0,129601,PG-13,4.8,1.85,0,106.0,"['Action', 'Comedy', 'Sci-Fi', 'Western']",,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2008.0,Action|Adventure|Fantasy|Horror|Thriller,Rob Cohen,Jet Li,Brendan Fraser,Russell Wong,264.0,102176165.0,145000000.0,117927,PG-13,5.2,2.35,0,112.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Thriller']",,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016.0,Action|Adventure|Comedy|Sci-Fi,David Ayer,Will Smith,Robin Atkin Downes,Ike Barinholtz,418.0,161087183.0,175000000.0,118992,PG-13,6.9,2.35,80000,123.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007.0,Comedy|Family|Fantasy,Tom Shadyac,Jimmy Bennett,Morgan Freeman,Steve Carell,186.0,100289690.0,175000000.0,115099,PG,5.4,2.35,2000,96.0,"['Comedy', 'Family', 'Fantasy']",,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,Action|Adventure|Sci-Fi,Doug Liman,Tom Cruise,Lara Pulver,Noah Taylor,585.0,100189501.0,178000000.0,431620,PG-13,7.9,2.35,77000,113.0,"['Action', 'Adventure', 'Sci-Fi']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1995.0,Action|Adventure|Sci-Fi|Thriller,Kevin Reynolds,Jeanne Tripplehorn,Rick Aviles,Zakes Mokae,91.0,88246220.0,175000000.0,144337,PG-13,6.1,1.85,0,176.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2009.0,Action|Adventure|Sci-Fi|Thriller,Stephen Sommers,Joseph Gordon-Levitt,Dennis Quaid,Leo Howard,250.0,150167630.0,175000000.0,174578,PG-13,5.8,2.35,0,118.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
