title_year,gross,budget,marga,marga_coef,imdb_score,director_name,actor_1_name,num_voted_users,movie_facebook_likes,film_class,good_film_summ,year_class
2016.0,161087183.0,175000000.0,-13912817.0,0.9204981885714286,6.9,David Ayer,Will Smith,118992,80000,0,3,1
2014.0,100189501.0,178000000.0,-77810499.0,0.5628623651685394,7.9,Doug Liman,Tom Cruise,431620,77000,0,5,1
1995.0,88246220.0,175000000.0,-86753780.0,0.5042641142857143,6.1,Kevin Reynolds,Jeanne Tripplehorn,144337,0,0,1,0
2009.0,150167630.0,175000000.0,-24832370.0,0.8581007428571429,5.8,Stephen Sommers,Joseph Gordon-Levitt,174578,0,0,4,1
2010.0,312057433.0,200000000.0,112057433.0,1.560287165,7.0,Jon Favreau,Robert Downey Jr.,522371,18000,0,1,0
2014.0,208543795.0,170000000.0,38543795.0,1.226728205882353,7.6,Matt Reeves,Gary Oldman,317542,45000,0,5,1
2014.0,259746958.0,170000000.0,89746958.0,1.5279232823529412,7.8,Anthony Russo,Scarlett Johansson,496749,55000,0,5,1
2015.0,93417865.0,190000000.0,-96582135.0,0.49167297368421053,6.5,Brad Bird,Judy Greer,128306,37000,0,3,1
2014.0,222487711.0,165000000.0,57487711.0,1.3484103696969696,7.9,Don Hall,Damon Wayans Jr.,279093,41000,0,5,1
2012.0,189412677.0,165000000.0,24412677.0,1.1479556181818182,7.8,Rich Moore,Jack McBrayer,272534,40000,0,4,1
2016.0,102315545.0,165000000.0,-62684455.0,0.6200942121212121,5.5,Roland Emmerich,Vivica A. Fox,58137,67000,0,3,1
2003.0,150350192.0,200000000.0,-49649808.0,0.75175096,6.4,Jonathan Mostow,Nick Stahl,305340,0,0,0,0
2014.0,333130696.0,170000000.0,163130696.0,1.9595923294117648,8.1,James Gunn,Bradley Cooper,682155,96000,0,5,1
2014.0,187991439.0,165000000.0,22991439.0,1.1393420545454545,8.6,Christopher Nolan,Matthew McConaughey,928227,349000,0,5,1
2010.0,292568851.0,160000000.0,132568851.0,1.82855531875,8.8,Christopher Nolan,Leonardo DiCaprio,1468200,175000,0,1,0
2011.0,146405371.0,160000000.0,-13594629.0,0.91503356875,7.8,Matthew Vaughn,Jennifer Lawrence,518537,54000,0,4,1
2015.0,281666058.0,160000000.0,121666058.0,1.7604128625,6.6,Francis Lawrence,Jennifer Lawrence,166137,38000,0,3,1
2015.0,89732035.0,155000000.0,-65267965.0,0.5789163548387096,6.6,Alan Taylor,J.K. Simmons,188457,82000,0,3,1
2007.0,318759914.0,150000000.0,168759914.0,2.1250660933333334,7.1,Michael Bay,Zack Ward,513158,8000,0,2,1
2007.0,256386216.0,150000000.0,106386216.0,1.70924144,7.2,Francis Lawrence,Will Smith,530870,11000,0,2,1
2009.0,179883016.0,150000000.0,29883016.0,1.1992201066666666,6.7,Gavin Hood,Hugh Jackman,361924,0,0,4,1
2003.0,139259759.0,150000000.0,-10740241.0,0.9283983933333333,6.7,Lana Wachowski,Essie Davis,364948,0,0,0,0
2003.0,281492479.0,150000000.0,131492479.0,1.8766165266666666,7.2,Lana Wachowski,Steve Bastoni,421818,0,0,0,0
2015.0,153629485.0,150000000.0,3629485.0,1.0241965666666666,8.1,George Miller,Tom Hardy,552503,191000,0,3,1
2009.0,119420252.0,150000000.0,-30579748.0,0.7961350133333334,5.1,Hoyt Yeatman,Kelli Garner,33042,0,0,4,1
2011.0,21379315.0,150000000.0,-128620685.0,0.14252876666666667,5.4,Simon Wells,Elisabeth Harnois,17590,0,0,4,1
2014.0,111505642.0,145000000.0,-33494358.0,0.7690044275862069,6.9,Rob Minkoff,Ty Burrell,47900,11000,0,5,1
2016.0,118099659.0,144000000.0,-25900341.0,0.8201365208333333,5.5,Paul Feig,Ed Begley Jr.,69757,62000,0,3,1
1998.0,201573391.0,140000000.0,61573391.0,1.4398099357142857,6.6,Michael Bay,Bruce Willis,322395,11000,0,1,0
2002.0,190418803.0,140000000.0,50418803.0,1.360134307142857,6.1,Barry Sonnenfeld,Will Smith,270207,2000,0,3,1
2009.0,257704099.0,150000000.0,107704099.0,1.7180273266666666,8.0,J.J. Abrams,Chris Hemsworth,504419,19000,0,4,1
2005.0,31704416.0,135000000.0,-103295584.0,0.23484752592592592,5.0,Rob Cohen,Sam Shepard,45455,0,0,1,0
2009.0,107503316.0,130000000.0,-22496684.0,0.8269485846153846,7.7,Zack Snyder,Matt Frewer,392474,18000,0,4,1
2003.0,132122995.0,137000000.0,-4877005.0,0.9644014233576642,5.7,Ang Lee,Kevin Rankin,212106,0,0,0,0
2013.0,122512052.0,130000000.0,-7487948.0,0.9424004,5.8,Jon M. Chu,Channing Tatum,146352,42000,0,4,1
2001.0,32131830.0,137000000.0,-104868170.0,0.23453890510948905,6.4,Hironobu Sakaguchi,Steve Buscemi,72259,0,0,3,1
2011.0,176636816.0,140000000.0,36636816.0,1.261691542857143,6.9,Joe Johnston,Chris Evans,508818,46000,0,4,1
2008.0,134518390.0,150000000.0,-15481610.0,0.8967892666666667,6.8,Louis Leterrier,Ty Burrell,326286,0,0,2,1
2015.0,180191634.0,130000000.0,50191634.0,1.3860894923076923,7.4,Peyton Reed,Judy Greer,313866,61000,0,3,1
2013.0,424645577.0,130000000.0,294645577.0,3.2665044384615385,7.6,Francis Lawrence,Jennifer Lawrence,498397,82000,1,4,1
2015.0,177343675.0,135000000.0,42343675.0,1.3136568518518519,6.7,Tim Johnson,Jim Parsons,70121,26000,0,3,1
2005.0,234277056.0,132000000.0,102277056.0,1.7748261818181819,6.5,Steven Spielberg,Tom Cruise,334345,0,0,1,0
2013.0,60522097.0,130000000.0,-69477903.0,0.4655545923076923,4.9,M. Night Shyamalan,Will Smith,158720,37000,0,4,1
2010.0,148337537.0,130000000.0,18337537.0,1.1410579769230769,7.3,Tom McGrath,J.K. Simmons,172754,13000,0,1,0
2014.0,337103873.0,125000000.0,212103873.0,2.696830984,6.7,Francis Lawrence,Jennifer Lawrence,305008,52000,1,5,1
2003.0,214948780.0,110000000.0,104948780.0,1.9540798181818182,7.5,Bryan Singer,Hugh Jackman,405973,0,0,0,0
1990.0,119412921.0,65000000.0,54412921.0,1.8371218615384615,7.5,Paul Verhoeven,Ronny Cox,240241,0,0,1,0
2004.0,186739919.0,125000000.0,61739919.0,1.493919352,6.4,Roland Emmerich,Jake Gyllenhaal,333248,19000,0,1,0
2007.0,131920333.0,130000000.0,1920333.0,1.0147717923076922,5.6,Tim Story,Chris Evans,213275,0,0,2,1
2012.0,126464904.0,130000000.0,-3535096.0,0.9728069538461539,7.0,Ridley Scott,Michael Fassbender,456260,97000,0,4,1
2013.0,93050117.0,115000000.0,-21949883.0,0.809131452173913,6.6,Neill Blomkamp,Matt Damon,338087,61000,0,4,1
2004.0,57637485.0,105000000.0,-47362515.0,0.5489284285714285,6.7,David Twohy,Vin Diesel,183909,0,0,1,0
2014.0,58607007.0,100000000.0,-41392993.0,0.58607007,6.2,José Padilha,Gary Oldman,182899,60000,0,5,1
2013.0,89021735.0,120000000.0,-30978265.0,0.7418477916666667,7.0,Joseph Kosinski,Morgan Freeman,387436,71000,0,4,1
2005.0,380262555.0,113000000.0,267262555.0,3.365155353982301,7.6,George Lucas,Natalie Portman,520104,10000,1,1,0
2002.0,310675583.0,115000000.0,195675583.0,2.701526808695652,6.7,George Lucas,Natalie Portman,464310,0,1,3,1
2013.0,132550960.0,120000000.0,12550960.0,1.1045913333333333,6.7,James Mangold,Hugh Jackman,328067,68000,0,4,1
1999.0,474544677.0,115000000.0,359544677.0,4.126475452173913,6.5,George Lucas,Natalie Portman,534658,13000,1,2,1
2014.0,190871240.0,125000000.0,65871240.0,1.52696992,5.9,Jonathan Liebesman,Noel Fisher,167085,62000,0,5,1
2013.0,274084951.0,100000000.0,174084951.0,2.74084951,7.8,Alfonso Cuarón,Phaldut Sharma,582917,147000,1,4,1
2016.0,81638674.0,135000000.0,-53361326.0,0.6047309185185186,6.3,Dave Green,Stephen Amell,17533,12000,0,3,1
2015.0,56114221.0,120000000.0,-63885779.0,0.46761850833333335,4.3,Josh Trank,Tim Blake Nelson,110486,41000,0,3,1
2015.0,129995817.0,110000000.0,19995817.0,1.1817801545454545,6.3,Robert Schwentke,Kate Winslet,154621,27000,0,3,1
2011.0,98780042.0,120000000.0,-21219958.0,0.8231670166666667,5.8,Michel Gondry,Christoph Waltz,136019,14000,0,4,1
2016.0,66002193.0,110000000.0,-43997807.0,0.6000199363636364,5.8,Robert Schwentke,Naomi Watts,44296,12000,0,3,1
2011.0,85463309.0,110000000.0,-24536691.0,0.7769391727272728,7.1,Shawn Levy,Hugh Jackman,254841,36000,0,4,1
2013.0,61656849.0,110000000.0,-48343151.0,0.5605168090909091,6.7,Gavin Hood,Harrison Ford,184561,123000,0,4,1
2004.0,144795350.0,120000000.0,24795350.0,1.2066279166666667,7.1,Alex Proyas,Will Smith,387632,0,0,1,0
2015.0,228430993.0,108000000.0,120430993.0,2.115101787037037,8.1,Ridley Scott,Matt Damon,472488,153000,0,3,1
2005.0,35799026.0,126000000.0,-90200974.0,0.284119253968254,6.9,Michael Bay,Scarlett Johansson,263329,0,0,1,0
2002.0,132014112.0,102000000.0,30014112.0,1.294256,7.7,Steven Spielberg,Tom Cruise,399651,0,0,3,1
2001.0,180011740.0,100000000.0,80011740.0,1.8001174,5.7,Tim Burton,Cary-Hiroyuki Tagawa,177725,0,0,3,1
1991.0,204843350.0,102000000.0,102843350.0,2.008268137254902,8.5,James Cameron,Joe Morton,744891,13000,0,2,1
1997.0,54700065.0,105000000.0,-50299935.0,0.520953,7.2,Paul Verhoeven,Jake Busey,221521,0,0,2,1
2012.0,27098580.0,102000000.0,-74901420.0,0.26567235294117647,7.5,Tom Tykwer,Tom Hanks,284825,124000,0,4,1
2002.0,38120554.0,140000000.0,-101879446.0,0.2722896714285714,7.1,Ron Clements,Joseph Gordon-Levitt,71527,0,0,3,1
2009.0,49392095.0,100000000.0,-50607905.0,0.49392095,5.4,Brad Silberling,Will Ferrell,52029,0,0,4,1
2002.0,4411102.0,100000000.0,-95588898.0,0.04411102,3.8,Ron Underwood,Rosario Dawson,20295,416,0,3,1
2004.0,59475623.0,90000000.0,-30524377.0,0.6608402555555556,5.2,Frank Oz,Jon Lovitz,49739,0,0,1,0
1997.0,63540020.0,93000000.0,-29459980.0,0.6832260215053764,7.7,Luc Besson,Milla Jovovich,343274,18000,0,2,1
2014.0,23014504.0,100000000.0,-76985496.0,0.23014504,6.3,Wally Pfister,Johnny Depp,172707,37000,0,5,1
2001.0,181166115.0,93000000.0,88166115.0,1.9480227419354839,5.9,Joe Johnston,Michael Jeter,219501,0,0,3,1
2011.0,176740650.0,93000000.0,83740650.0,1.9004370967741935,7.6,Rupert Wyatt,James Franco,403836,47000,0,4,1
1997.0,250147615.0,90000000.0,160147615.0,2.7794179444444445,7.3,Barry Sonnenfeld,Will Smith,403014,0,1,2,1
2009.0,124870275.0,100000000.0,24870275.0,1.24870275,7.0,Phil Lord,Will Forte,152601,0,0,4,1
2001.0,84037039.0,120000000.0,-35962961.0,0.7003086583333333,6.8,Gary Trousdale,Leonard Nimoy,72591,0,0,3,1
2015.0,78747585.0,88000000.0,-9252415.0,0.8948589204545454,5.6,Chris Columbus,Peter Dinklage,89770,39000,0,3,1
2001.0,78616689.0,100000000.0,-21383311.0,0.78616689,7.1,Steven Spielberg,Haley Joel Osment,238747,11000,0,3,1
1997.0,100853835.0,90000000.0,10853835.0,1.1205981666666667,7.4,Robert Zemeckis,Matthew McConaughey,200556,15000,0,2,1
2000.0,73209340.0,95000000.0,-21790660.0,0.7706246315789473,5.7,Paul Verhoeven,Greg Grunberg,101834,0,0,1,0
1997.0,61355436.0,68000000.0,-6644564.0,0.9022858235294118,6.2,Phillip Noyce,Alun Armstrong,52136,0,0,2,1
2000.0,60874615.0,90000000.0,-29125385.0,0.6763846111111111,5.6,Brian De Palma,Don Cheadle,60467,0,0,1,0
1999.0,58220776.0,100000000.0,-41779224.0,0.58220776,6.8,Chris Columbus,Robin Williams,87785,0,0,2,1
1997.0,47474112.0,90000000.0,-42525888.0,0.5274901333333334,5.4,Mick Jackson,Don Cheadle,58227,2000,0,2,1
2015.0,56114221.0,120000000.0,-63885779.0,0.46761850833333335,4.3,Josh Trank,Tim Blake Nelson,110486,41000,0,3,1
2014.0,150832203.0,85000000.0,65832203.0,1.774496505882353,6.7,Neil Burger,Kate Winslet,341058,49000,0,5,1
2003.0,31111260.0,60000000.0,-28888740.0,0.518521,5.4,Jon Amiel,Glenn Morshower,77029,0,0,0,0
2000.0,123307945.0,65000000.0,58307945.0,1.8970453076923077,4.3,Peter Segal,Larry Miller,39391,374,0,1,0
2012.0,13401683.0,35000000.0,-21598317.0,0.38290522857142856,7.1,Pete Travis,Wood Harris,203458,46000,0,4,1
2008.0,80170146.0,85000000.0,-4829854.0,0.9431781882352941,6.1,Doug Liman,Kristen Stewart,243053,0,0,2,1
2008.0,75754670.0,85000000.0,-9245330.0,0.8912314117647059,7.0,Guillermo del Toro,Seth MacFarlane,208422,3000,0,2,1
2000.0,34543701.0,82000000.0,-47456299.0,0.42126464634146343,5.9,Roger Spottiswoode,Robert Duvall,100001,0,0,1,0
2012.0,407999255.0,78000000.0,329999255.0,5.230759679487179,7.3,Gary Ross,Jennifer Lawrence,701607,140000,1,4,1
2002.0,145771527.0,80000000.0,65771527.0,1.8221440875,7.2,Dean DeBlois,Tia Carrere,117212,0,0,3,1
1998.0,140459099.0,75000000.0,65459099.0,1.8727879866666666,6.1,Mimi Leder,Morgan Freeman,135601,0,0,1,0
2005.0,128200012.0,75000000.0,53200012.0,1.7093334933333333,6.3,Chris Wedge,Jim Broadbent,103022,0,0,1,0
1997.0,112225777.0,80000000.0,32225777.0,1.4028222125,7.3,John Woo,Nicolas Cage,283967,11000,0,2,1
1997.0,92969824.0,80000000.0,12969824.0,1.1621228,5.2,Les Mayfield,Robin Williams,63625,0,0,2,1
1996.0,90443603.0,80000000.0,10443603.0,1.1305450375,6.3,Joe Pytka,Bill Murray,112167,0,0,2,1
2008.0,79363785.0,80000000.0,-636215.0,0.9920473125,5.5,Scott Derrickson,Keanu Reeves,139423,0,0,2,1
1998.0,69102910.0,80000000.0,-10897090.0,0.863786375,5.1,Stephen Hopkins,Gary Oldman,58402,0,0,1,0
2004.0,65948711.0,80000000.0,-14051289.0,0.8243588875,6.6,Jonathan Demme,Denzel Washington,86422,0,0,1,0
2002.0,56684819.0,80000000.0,-23315181.0,0.7085602375,5.9,Simon Wells,Mark Addy,103787,3000,0,3,1
1996.0,37754208.0,70000000.0,-32245792.0,0.5393458285714285,6.3,Tim Burton,Natalie Portman,172217,0,0,2,1
2009.0,38542418.0,80000000.0,-41457582.0,0.481780225,6.3,Jonathan Mostow,Bruce Willis,151424,0,0,4,1
2000.0,21471685.0,44000000.0,-22528315.0,0.4879928409090909,2.4,Roger Christian,Richard Tyson,65464,0,0,1,0
2003.0,20950820.0,80000000.0,-59049180.0,0.26188525,5.7,Joe Dante,Brendan Fraser,24183,665,0,0,0
2003.0,19480739.0,80000000.0,-60519261.0,0.2435092375,5.6,Richard Donner,Paul Walker,53057,0,0,0,0
1997.0,17593391.0,80000000.0,-62406609.0,0.2199173875,6.0,Kevin Costner,Olivia Williams,56403,0,0,2,1
2000.0,17473245.0,70000000.0,-52526755.0,0.24961778571428572,5.7,Antony Hoffman,Bob Neill,47612,995,0,1,0
2005.0,1891821.0,52000000.0,-50108179.0,0.036381173076923075,4.2,Peter Hyams,David Oyelowo,16474,785,0,1,0
2012.0,103812241.0,79000000.0,24812241.0,1.314079,5.8,Brad Peyton,Josh Hutcherson,67296,0,0,4,1
2013.0,119793567.0,78000000.0,41793567.0,1.5358149615384615,6.5,Cody Cameron,Will Forte,64387,15000,0,4,1
2007.0,15071514.0,80000000.0,-64928486.0,0.188393925,5.9,Oliver Hirschbiegel,Roger Rees,65037,0,0,2,1
2003.0,66462600.0,78000000.0,-11537400.0,0.8520846153846153,5.8,Stephen Norrington,Jason Flemyng,141533,0,0,0,0
2013.0,368049635.0,76000000.0,292049635.0,4.8427583552631575,7.5,Pierre Coffin,Steve Carell,286877,56000,1,4,1
1996.0,306124059.0,75000000.0,231124059.0,4.08165412,6.9,Roland Emmerich,Will Smith,430055,16000,1,2,1
1997.0,229074524.0,73000000.0,156074524.0,3.1380071780821917,6.5,Steven Spielberg,Ariana Richards,278362,0,1,2,1
2006.0,35286428.0,76000000.0,-40713572.0,0.46429510526315787,7.9,Alfonso Cuarón,Charlie Hunnam,361767,17000,0,0,0
2000.0,157299717.0,75000000.0,82299717.0,2.09732956,7.4,Bryan Singer,Hugh Jackman,452928,0,0,1,0
1999.0,97360069.0,75000000.0,22360069.0,1.2981342533333333,4.1,David Kellogg,Matthew Broderick,36491,509,0,2,1
2000.0,22751979.0,75000000.0,-52248021.0,0.30335972,6.6,Don Bluth,Matt Damon,52244,0,0,1,0
1998.0,14567883.0,75000000.0,-60432117.0,0.19423844,6.0,Paul W.S. Anderson,Connie Nielsen,44248,0,0,1,0
2000.0,94999143.0,75000000.0,19999143.0,1.26665524,7.2,M. Night Shyamalan,Robin Wright,245152,0,0,1,0
2015.0,336029560.0,74000000.0,262029560.0,4.54094,6.4,Kyle Balda,Steve Carell,142403,70000,1,3,1
1998.0,36976367.0,75000000.0,-38023633.0,0.49301822666666667,6.0,Barry Levinson,Peter Coyote,81611,0,0,1,0
2002.0,227965690.0,72000000.0,155965690.0,3.1661901388888887,6.7,M. Night Shyamalan,Rory Culkin,271592,0,1,3,1
2001.0,100614858.0,68000000.0,32614858.0,1.4796302647058823,6.9,Cameron Crowe,Tom Cruise,206776,0,0,3,1
2004.0,80281096.0,60000000.0,20281096.0,1.3380182666666667,5.6,Paul W.S. Anderson,Sanaa Lathan,143628,0,0,1,0
1998.0,70117571.0,58000000.0,12117571.0,1.2089236379310344,6.4,Jonathan Frakes,LeVar Burton,56741,1000,0,1,0
2011.0,83552429.0,70000000.0,13552429.0,1.1936061285714286,5.8,Jonathan Liebesman,Noel Fisher,154955,25000,0,4,1
1989.0,54222000.0,69500000.0,-15278000.0,0.7801726618705036,7.6,James Cameron,Michael Biehn,131217,0,0,2,1
2005.0,28031250.0,60000000.0,-31968750.0,0.4671875,5.2,Andrzej Bartkowiak,Dwayne Johnson,88146,0,0,1,0
2002.0,18990542.0,70000000.0,-51009458.0,0.27129345714285713,3.0,John McTiernan,LL Cool J,22264,584,0,3,1
2002.0,14294842.0,70000000.0,-55705158.0,0.20421202857142856,3.6,Wych Kaosayananda,Talisa Soto,16761,391,0,3,1
2004.0,37760080.0,70000000.0,-32239920.0,0.5394297142857143,6.1,Kerry Conran,Angelina Jolie Pitt,72868,0,0,1,0
2013.0,25121291.0,50000000.0,-24878709.0,0.50242582,6.7,Mikael Håfström,Sylvester Stallone,177653,34000,0,4,1
1999.0,29655590.0,65000000.0,-35344410.0,0.45623984615384616,6.0,Kinka Usher,Janeane Garofalo,53970,0,0,2,1
1998.0,83892374.0,66000000.0,17892374.0,1.2710965757575758,7.0,Rob Bowman,Martin Landau,85720,0,0,1,0
2003.0,33685268.0,68000000.0,-34314732.0,0.4953715882352941,5.5,Lawrence Kasdan,Morgan Freeman,75573,4000,0,0,0
1999.0,171383253.0,63000000.0,108383253.0,2.7203690952380954,8.7,Lana Wachowski,Keanu Reeves,1217752,25000,1,2,1
1990.0,119412921.0,65000000.0,54412921.0,1.8371218615384615,7.5,Paul Verhoeven,Ronny Cox,240241,0,0,1,0
2004.0,52397389.0,65000000.0,-12602611.0,0.8061136769230769,5.9,David S. Goyer,Ryan Reynolds,132954,0,0,1,0
2012.0,42345531.0,65000000.0,-22654469.0,0.6514697076923077,5.4,Paul W.S. Anderson,Milla Jovovich,104831,32000,0,4,1
2008.0,36064910.0,45000000.0,-8935090.0,0.8014424444444445,6.4,Paul W.S. Anderson,Jason Statham,166610,0,0,2,1
2005.0,28045540.0,65000000.0,-36954460.0,0.43146984615384615,6.1,Jon Favreau,Kristen Stewart,67707,0,0,1,0
2014.0,19059018.0,65000000.0,-45940982.0,0.2932156615384615,5.1,Stuart Beattie,Caitlin Stasey,65709,15000,0,5,1
2009.0,19548064.0,65000000.0,-45451936.0,0.3007394461538462,6.3,David Bowers,Nicolas Cage,25681,0,0,4,1
1993.0,356784000.0,63000000.0,293784000.0,5.663238095238095,8.1,Steven Spielberg,Wayne Knight,613473,19000,1,1,0
2005.0,135381507.0,150000000.0,-14618493.0,0.90254338,5.8,Mark Dindal,Catherine O'Hara,63912,912,0,1,0
1998.0,125603360.0,60000000.0,65603360.0,2.0933893333333335,8.1,Peter Weir,Natascha McElhone,667983,18000,0,1,0
2015.0,81687587.0,61000000.0,20687587.0,1.3391407704918032,6.4,Wes Ball,Ki Hong Lee,138246,24000,0,3,1
1999.0,73648142.0,60000000.0,13648142.0,1.2274690333333333,5.8,Renny Harlin,LL Cool J,99043,0,0,2,1
2008.0,64505912.0,48000000.0,16505912.0,1.3438731666666666,5.0,M. Night Shyamalan,Zooey Deschanel,163130,6000,0,2,1
2004.0,59035104.0,66000000.0,-6964896.0,0.8944712727272728,6.8,Guillermo del Toro,James Babson,244566,0,0,1,0
2003.0,53789313.0,60000000.0,-6210687.0,0.89648855,6.3,John Woo,Ivana Milicevic,89816,0,0,0,0
2002.0,50189179.0,60000000.0,-9810821.0,0.8364863166666666,5.3,Kevin Donovan,Romany Malco,61966,797,0,3,1
1997.0,47748610.0,75000000.0,-27251390.0,0.6366481333333334,6.3,Jean-Pierre Jeunet,Gary Dourdan,170179,0,0,2,1
2002.0,43060566.0,60000000.0,-16939434.0,0.7176761,6.2,Rob Bowman,Christian Bale,107859,0,0,3,1
1999.0,36830057.0,65000000.0,-28169943.0,0.5666162615384616,4.9,Donald Petrie,Steven Anthony Lawrence,10883,448,0,2,1
2009.0,42194060.0,70000000.0,-27805940.0,0.6027722857142858,6.1,Jorge Blanco,Dwayne Johnson,41259,0,0,4,1
2002.0,43119879.0,60000000.0,-16880121.0,0.71866465,6.4,Stuart Baird,Tom Hardy,58450,0,0,3,1
1997.0,33927476.0,40000000.0,-6072524.0,0.8481869,5.7,Peter Hyams,John Kapelos,19176,956,0,2,1
2011.0,29136626.0,60000000.0,-30863374.0,0.4856104333333333,5.7,Scott Stewart,Josh Wingate,97089,20000,0,4,1
1997.0,26616590.0,60000000.0,-33383410.0,0.4436098333333333,6.7,Paul W.S. Anderson,Sean Pertwee,120416,10000,0,2,1
2012.0,623279547.0,220000000.0,403279547.0,2.83308885,8.1,Joss Whedon,Chris Hemsworth,995415,123000,1,4,1
2000.0,14218868.0,65000000.0,-50781132.0,0.21875181538461538,4.8,Walter Hill,Robert Forster,14596,589,0,1,0
2008.0,11802056.0,60000000.0,-48197944.0,0.19670093333333333,4.9,Brian Robbins,Marc Blucas,31640,791,0,2,1
2016.0,363024263.0,58000000.0,305024263.0,6.2590390172413795,8.1,Tim Miller,Ryan Reynolds,479047,117000,1,3,1
2000.0,35231365.0,60000000.0,-24768635.0,0.5871894166666667,3.6,Brian Levant,Taylor Negron,15517,500,0,1,0
2010.0,60128566.0,60000000.0,128566.0,1.0021427666666667,5.9,Paul W.S. Anderson,Milla Jovovich,131447,19000,0,1,0
1978.0,134218018.0,55000000.0,79218018.0,2.4403276,7.3,Richard Donner,Marlon Brando,126357,0,1,1,0
1996.0,128769345.0,54000000.0,74769345.0,2.3846175,5.6,Tom Shadyac,Jada Pinkett Smith,86556,960,0,2,1
